Wellenlaenge,Intensitaet1,Abstand,Intensitaet2
921.024,-15,3.077,0.275
921.081,7,3.078,0.025
921.138,9,3.079,0.14
921.196,-19,3.08,0.081
921.253,-7,3.081,0.039
921.31,8,3.082,0.171
921.368,-3,3.083,0.294
921.425,-13,3.084,0.26
921.482,-25,3.085,0.377
921.539,7,3.086,0.21
921.597,-10,3.087,0.19
921.654,7,3.088,0.101
921.711,-8,3.09,0.094
921.768,-22,3.091,0.014
921.825,-5,3.092,0.038
921.882,-15,3.093,0.501
921.939,-10,3.094,0.014
921.996,-2,3.095,0.138
922.053,-4,3.096,0.244
922.11,3,3.097,0.017
922.167,-11,3.098,0.063
922.224,-10,3.099,0.3
922.281,-4,3.1,0.101
922.338,-21,3.101,0.137
922.395,7,3.102,0.485
922.452,-7,3.103,0.188
922.508,-16,3.105,0.113
922.565,4,3.106,0.121
922.622,13,3.107,0.072
922.679,23,3.108,0.232
922.736,-18,3.109,0.242
922.792,9,3.11,0.207
922.849,19,3.111,0.112
922.906,-1,3.112,0.57
922.962,-21,3.113,0.037
923.019,0,3.114,0.255
923.075,12,3.115,0.04
923.132,17,3.116,0.17
923.189,12,3.117,0.179
923.245,12,3.119,0.168
923.302,-5,3.12,0.014
923.358,3,3.121,0.004
923.415,-4,3.122,0.268
923.471,-20,3.123,0.404
923.527,-31,3.124,0.108
923.584,-24,3.125,0.007
923.64,-12,3.126,0.126
923.696,-11,3.127,0.07
923.753,11,3.128,0.315
923.809,-24,3.129,0.059
923.865,-4,3.13,0.008
923.922,1,3.131,0.105
923.978,-5,3.132,0.08
924.034,3,3.134,0.164
924.09,1,3.135,0.037
924.146,-3,3.136,0.154
924.203,-6,3.137,0.035
924.259,-2,3.138,0.078
924.315,-11,3.139,0.246
924.371,-15,3.14,0.007
924.427,10,3.141,0.139
924.483,-15,3.142,0.092
924.539,-25,3.143,0.189
924.595,-15,3.144,0.068
924.651,-17,3.145,0.541
924.707,-7,3.146,0.07
924.763,-6,3.147,0.288
924.819,-28,3.149,0.448
924.874,-3,3.15,0.239
924.93,-28,3.151,0.178
924.986,-6,3.152,0.276
925.042,-12,3.153,0.346
925.098,-11,3.154,0.159
925.153,-12,3.155,0.636
925.209,9,3.156,0.017
925.265,-6,3.157,0.106
925.321,-2,3.158,0.077
925.376,-19,3.159,0.251
925.432,-19,3.16,0.299
925.487,-3,3.161,0.035
925.543,6,3.162,0.025
925.599,-6,3.164,0.323
925.654,-2,3.165,0.081
925.71,-20,3.166,0.429
925.765,-4,3.167,0.277
925.821,-16,3.168,0.258
925.876,-8,3.169,0.065
925.932,1,3.17,0.232
925.987,0,3.171,0.35
926.042,-19,3.172,0.284
926.098,-4,3.173,0.185
926.153,-11,3.174,0.017
926.208,4,3.175,0.315
926.264,16,3.176,0.047
926.319,24,3.177,0.036
926.374,6,3.179,0.122
926.429,-4,3.18,0.082
926.485,6,3.181,0.131
926.54,-12,3.182,0.18
926.595,-8,3.183,0.411
926.65,0,3.184,0.409
926.705,-26,3.185,0.345
926.76,-17,3.186,0.187
926.815,-4,3.187,0.286
926.871,-14,3.188,0.113
926.926,-2,3.189,0.352
926.981,-12,3.19,0.244
927.036,-19,3.191,0.159
927.09,13,3.192,0.332
927.145,-2,3.194,0.033
927.2,4,3.195,0.128
927.255,-13,3.196,0.193
927.31,-7,3.197,0.101
927.365,-11,3.198,0.312
927.42,-21,3.199,0.39
927.475,-8,3.2,0.266
927.529,5,3.201,0.005
927.584,-1,3.202,0.047
927.639,5,3.203,0.131
927.694,-11,3.204,0.237
927.748,-12,3.205,0.116
927.803,-10,3.206,0.184
927.857,7,3.207,0.145
927.912,-8,3.209,0.253
927.967,-15,3.21,0.156
928.021,-10,3.211,0.03
928.076,-1,3.212,0.158
928.13,-2,3.213,0.197
928.185,-7,3.214,0.082
928.239,10,3.215,0.015
928.294,5,3.216,0.118
928.348,3,3.217,0.356
928.403,-1,3.218,0.159
928.457,12,3.219,0.018
928.511,-17,3.22,0.205
928.566,7,3.221,0.231
928.62,-16,3.222,0.306
928.674,9,3.224,0.215
928.729,6,3.225,0.387
928.783,-25,3.226,0.096
928.837,-19,3.227,0.119
928.891,6,3.228,0.304
928.946,30,3.229,0.341
929,-17,3.23,0.51
929.054,-8,3.231,0.364
929.108,-11,3.232,0.464
929.162,-2,3.233,0.118
929.216,-23,3.234,0.226
929.27,-4,3.235,0.006
929.324,-9,3.236,0.26
929.378,1,3.237,0.406
929.432,-15,3.239,0.042
929.486,4,3.24,0.23
929.54,-1,3.241,0.568
929.594,-6,3.242,0.077
929.648,2,3.243,0.275
929.702,-1,3.244,0.124
929.756,5,3.245,0.187
929.809,1,3.246,0.641
929.863,5,3.247,0.014
929.917,-14,3.248,0.215
929.971,-1,3.249,0.286
930.024,-1,3.25,0.121
930.078,-16,3.251,0.092
930.132,-8,3.252,0.124
930.185,24,3.254,0.315
930.239,6,3.255,0.067
930.293,6,3.256,0.074
930.346,-29,3.257,0.592
930.4,-29,3.258,0.439
930.453,15,3.259,0.028
930.507,-10,3.26,0.393
930.56,-3,3.261,0.031
930.614,6,3.262,0.136
930.667,6,3.263,0.119
930.721,5,3.264,0.149
930.774,11,3.265,0.1
930.828,-15,3.266,0.027
930.881,-22,3.267,0.006
930.934,-4,3.269,0.352
930.988,-19,3.27,0.095
931.041,-7,3.271,0.023
931.094,-14,3.272,0.178
931.147,-16,3.273,0.349
931.201,-11,3.274,0.065
931.254,-3,3.275,0.553
931.307,5,3.276,0.385
931.36,-11,3.277,0.05
931.413,-7,3.278,0.203
931.466,21,3.279,0.102
931.52,-18,3.28,0.188
931.573,-3,3.281,0.03
931.626,-16,3.282,0.165
931.679,21,3.284,0.257
931.732,-16,3.285,0.096
931.785,8,3.286,0.068
931.838,-1,3.287,0.007
931.891,-12,3.288,0.188
931.943,-19,3.289,0.286
931.996,5,3.29,0.038
932.049,-2,3.291,0.022
932.102,-3,3.292,0.354
932.155,-3,3.293,0.427
932.208,1,3.294,0.21
932.26,-12,3.295,0.226
932.313,-3,3.296,0.241
932.366,-4,3.297,0.52
932.419,19,3.299,0.458
932.471,-13,3.3,0.12
932.524,-22,3.301,0.33
932.577,-3,3.302,0.249
932.629,-22,3.303,0.503
932.682,-10,3.304,0.195
932.734,-9,3.305,0.344
932.787,-7,3.306,0.303
932.84,5,3.307,0.183
932.892,-8,3.308,0.744
932.944,-1,3.309,0.19
932.997,17,3.31,0.119
933.049,3,3.311,0.561
933.102,-10,3.312,0.355
933.154,-7,3.314,0.371
933.207,-23,3.315,0.546
933.259,-3,3.316,0.212
933.311,-12,3.317,0.023
933.363,-6,3.318,0.269
933.416,-8,3.319,0.189
933.468,5,3.32,0.647
933.52,1,3.321,0.764
933.572,4,3.322,0.128
933.625,-10,3.323,0.442
933.677,-2,3.324,0.162
933.729,-10,3.325,0.009
933.781,-21,3.326,0.414
933.833,-17,3.327,0.364
933.885,-1,3.329,0.293
933.937,1,3.33,0.315
933.989,10,3.331,0.131
934.041,-2,3.332,0.241
934.093,-3,3.333,0.192
934.145,3,3.334,0.135
934.197,-1,3.335,0.01
934.249,5,3.336,0.047
934.301,-1,3.337,0.01
934.353,-23,3.338,0.019
934.405,-6,3.339,0.288
934.456,-2,3.34,0.161
934.508,-22,3.341,0.118
934.56,-7,3.342,0.08
934.612,-17,3.344,0.393
934.664,-16,3.345,0.044
934.715,-24,3.346,0.107
934.767,-5,3.347,0.115
934.819,-6,3.348,0.091
934.87,-14,3.349,0.042
934.922,-17,3.35,0.062
934.973,-31,3.351,0.122
935.025,-20,3.352,0.116
935.077,-9,3.353,0.068
935.128,-8,3.354,0.321
935.18,-8,3.355,0.055
935.231,-21,3.356,0.263
935.282,19,3.357,0.13
935.334,3,3.359,0.036
935.385,-2,3.36,0.14
935.437,25,3.361,0.192
935.488,26,3.362,0.269
935.539,6,3.363,0.082
935.591,-1,3.364,0.01
935.642,15,3.365,0.433
935.693,12,3.366,0.017
935.745,12,3.367,0.055
935.796,-9,3.368,0.223
935.847,-19,3.369,0.135
935.898,-5,3.37,0.073
935.949,3,3.371,0.154
936,-16,3.372,0.045
936.052,10,3.374,0.152
936.103,-8,3.375,0.174
936.154,-19,3.376,0.465
936.205,-27,3.377,0.183
936.256,-8,3.378,0.065
936.307,0,3.379,0.122
936.358,9,3.38,0.027
936.409,5,3.381,0.024
936.46,29,3.382,0.05
936.511,-11,3.383,0.231
936.561,4,3.384,0.362
936.612,1,3.385,0.087
936.663,-22,3.386,0.496
936.714,-16,3.387,0.065
936.765,-3,3.389,0.058
936.816,1,3.39,0.122
936.866,-2,3.391,0.005
936.917,-15,3.392,0.387
936.968,5,3.393,0.009
937.018,-27,3.394,0.028
937.069,-13,3.395,0.048
937.12,5,3.396,0.195
937.17,-1,3.397,0.034
937.221,-1,3.398,0.038
937.271,-1,3.399,0.25
937.322,10,3.4,0.313
937.373,7,3.401,0.097
937.423,9,3.402,0.065
937.473,-22,3.404,0.152
937.524,4,3.405,0.095
937.574,3,3.406,0.137
937.625,3,3.407,0.185
937.675,-7,3.408,0.294
937.726,3,3.409,0.142
937.776,-24,3.41,0.006
937.826,-1,3.411,0.088
937.876,-7,3.412,0.167
937.927,7,3.413,0.033
937.977,-11,3.414,0.086
938.027,20,3.415,0.135
938.077,-17,3.416,0.195
938.128,-22,3.417,0.359
938.178,-22,3.419,0.204
938.228,8,3.42,0.032
938.278,1,3.421,0.126
938.328,-1,3.422,0.103
938.378,1,3.423,0.177
938.428,-5,3.424,0.181
938.478,-29,3.425,0.059
938.528,-6,3.426,0.327
938.578,1,3.427,0.009
938.628,0,3.428,0.09
938.678,7,3.429,0.13
938.728,-5,3.43,0.495
938.778,-16,3.431,0.411
938.828,5,3.432,0.097
938.878,1,3.434,0.315
938.927,-6,3.435,0.317
938.977,-12,3.436,0.029
939.027,6,3.437,0.072
939.077,-18,3.438,0.497
939.126,-1,3.439,0.387
939.176,-16,3.44,0.347
939.226,-7,3.441,0
939.276,-10,3.442,0.146
939.325,-17,3.443,0.161
939.375,-3,3.444,0.08
939.424,7,3.445,0.188
939.474,-2,3.446,0.007
939.523,-8,3.447,0.075
939.573,-13,3.449,0.118
939.622,-10,3.45,0.02
939.672,-13,3.451,0.019
939.721,-3,3.452,0.508
939.771,1,3.453,0.277
939.82,9,3.454,0.4
939.87,-4,3.455,0.429
939.919,3,3.456,0.32
939.968,6,3.457,0.19
940.018,-2,3.458,0.205
940.067,-2,3.459,0.206
940.116,-11,3.46,0.153
940.165,-10,3.461,0.334
940.215,-4,3.463,0.221
940.264,6,3.464,0.407
940.313,-14,3.465,0.044
940.362,14,3.466,0.097
940.411,18,3.467,0.041
940.46,7,3.468,0.082
940.51,0,3.469,0.041
940.559,-11,3.47,0.014
940.608,-6,3.471,0.008
940.657,3,3.472,0.107
940.706,6,3.473,0.044
940.755,-3,3.474,0.152
940.804,3,3.475,0.322
940.853,10,3.476,0.013
940.901,-13,3.478,0.22
940.95,-7,3.479,0.084
940.999,6,3.48,0.171
941.048,6,3.481,0.259
941.097,-6,3.482,0.336
941.146,7,3.483,0.166
941.194,-17,3.484,0.126
941.243,-14,3.485,0.489
941.292,11,3.486,0.415
941.341,-17,3.487,0.567
941.389,-5,3.488,0.413
941.438,-12,3.489,0.163
941.487,-1,3.49,0.09
941.535,-16,3.491,0.149
941.584,-23,3.493,0.368
941.632,5,3.494,0.409
941.681,-9,3.495,0.565
941.729,28,3.496,0.238
941.778,-5,3.497,0.041
941.826,-2,3.498,0.112
941.875,-26,3.499,0.146
941.923,-18,3.5,0.292
941.972,4,3.501,0.198
942.02,-18,3.502,0.023
942.068,9,3.503,0.027
942.117,-4,3.504,0.405
942.165,-6,3.505,0.154
942.213,-15,3.506,0.079
942.262,-16,3.508,0.103
942.31,-6,3.509,0.042
942.358,0,3.51,0.482
942.406,-7,3.511,0.316
942.455,-6,3.512,0.168
942.503,1,3.513,1.329
942.551,-14,3.514,0.732
942.599,-14,3.515,1.285
942.647,10,3.516,0.097
942.695,-17,3.517,0.364
942.743,-24,3.518,0.034
942.791,-1,3.519,0.276
942.839,-5,3.52,0.42
942.887,17,3.521,0.409
942.935,9,3.523,0.381
942.983,-8,3.524,0.166
943.031,-18,3.525,0.466
943.079,5,3.526,0.182
943.127,5,3.527,0.072
943.174,-18,3.528,0.166
943.222,-19,3.529,0.111
943.27,-15,3.53,0.035
943.318,13,3.531,0.274
943.366,-9,3.532,0.199
943.413,-13,3.533,0.064
943.461,3,3.534,0.02
943.509,5,3.535,0.289
943.556,-15,3.536,0.123
943.604,30,3.538,0.16
943.652,0,3.539,0.333
943.699,-11,3.54,0.232
943.747,-4,3.541,0.185
943.794,1,3.542,0.05
943.842,-14,3.543,0.135
943.889,-3,3.544,0.148
943.937,7,3.545,0.007
943.984,6,3.546,0.007
944.032,4,3.547,0.236
944.079,-1,3.548,0.099
944.126,-10,3.549,0.263
944.174,-6,3.55,0.125
944.221,-13,3.551,0.128
944.268,-23,3.553,0.11
944.316,-2,3.554,0.168
944.363,-5,3.555,0.003
944.41,5,3.556,0.062
944.458,-11,3.557,0.069
944.505,13,3.558,0.139
944.552,-25,3.559,0.185
944.599,-20,3.56,0.38
944.646,-21,3.561,0.018
944.693,-1,3.562,0.092
944.74,-4,3.563,0.132
944.787,19,3.564,0.078
944.835,2,3.565,0.18
944.882,6,3.566,0.649
944.929,-7,3.568,0.502
944.976,-16,3.569,0.857
945.022,3,3.57,0.039
945.069,-5,3.571,0.006
945.116,16,3.572,0.283
945.163,-2,3.573,0.135
945.21,-19,3.574,0.429
945.257,-14,3.575,0.289
945.304,-3,3.576,0.229
945.35,-8,3.577,0.125
945.397,-3,3.578,0.14
945.444,-2,3.579,0.222
945.491,-16,3.58,0.341
945.537,-10,3.581,0.333
945.584,-19,3.583,0.066
945.631,-1,3.584,0.044
945.677,-9,3.585,0.086
945.724,-13,3.586,0.41
945.771,-6,3.587,0.099
945.817,2,3.588,0.012
945.864,-18,3.589,0.238
945.91,-32,3.59,0.399
945.957,-13,3.591,0.323
946.003,9,3.592,0.012
946.05,-5,3.593,0.291
946.096,-11,3.594,0.314
946.142,-8,3.595,0.219
946.189,-9,3.596,0.022
946.235,10,3.598,0.12
946.282,5,3.599,0.052
946.328,3,3.6,0.052
946.374,-1,3.601,0.388
946.42,-7,3.602,0.19
946.467,8,3.603,0.152
946.513,7,3.604,0.377
946.559,-23,3.605,0.28
946.605,-3,3.606,0.362
946.651,-15,3.607,0.117
946.698,-12,3.608,0.134
946.744,-15,3.609,0.067
946.79,-11,3.61,0.138
946.836,-20,3.611,0.452
946.882,-22,3.613,0.046
946.928,-16,3.614,0.24
946.974,2,3.615,0.061
947.02,-3,3.616,0.013
947.066,-4,3.617,0.103
947.112,-2,3.618,0.132
947.158,20,3.619,0.066
947.204,5,3.62,0.328
947.249,8,3.621,0.318
947.295,-7,3.622,0.076
947.341,-26,3.623,0.436
947.387,-5,3.624,0.005
947.433,-10,3.625,0.1
947.478,-5,3.626,0.299
947.524,-17,3.628,0.369
947.57,-17,3.629,0.268
947.615,20,3.63,0.38
947.661,-10,3.631,0.002
947.707,-2,3.632,0.096
947.752,11,3.633,0.005
947.798,-9,3.634,0.373
947.843,2,3.635,0.015
947.889,14,3.636,0.044
947.935,-7,3.637,0.368
947.98,-11,3.638,0.015
948.026,-8,3.639,0.085
948.071,2,3.64,0.149
948.116,-23,3.641,0.375
948.162,9,3.643,0.265
948.207,-11,3.644,0.378
948.253,8,3.645,0.083
948.298,-30,3.646,0.021
948.343,-16,3.647,0.001
948.388,-10,3.648,0.162
948.434,1,3.649,0.037
948.479,-23,3.65,0.046
948.524,-7,3.651,0.439
948.569,-3,3.652,0.267
948.615,-8,3.653,0.091
948.66,3,3.654,0.218
948.705,8,3.655,0.474
948.75,-4,3.656,0.458
948.795,-8,3.658,0.1
948.84,-17,3.659,0.021
948.885,1,3.66,0.208
948.93,-22,3.661,0.126
948.975,-3,3.662,0.21
949.02,22,3.663,0.279
949.065,13,3.664,0.396
949.11,-15,3.665,0.352
949.155,-21,3.666,0.047
949.2,-16,3.667,0.129
949.245,-10,3.668,0.108
949.29,-14,3.669,0.044
949.334,-22,3.67,0.08
949.379,12,3.671,0.122
949.424,1,3.673,0.336
949.469,11,3.674,0.148
949.513,9,3.675,0.069
949.558,6,3.676,0.003
949.603,7,3.677,0.127
949.647,-7,3.678,0.195
949.692,6,3.679,0.149
949.737,-9,3.68,0.117
949.781,-15,3.681,0.18
949.826,-14,3.682,0.212
949.87,-21,3.683,0.138
949.915,-2,3.684,0.067
949.959,14,3.685,0.393
950.004,1,3.686,0.041
950.048,13,3.688,0.263
950.093,-8,3.689,0.353
950.137,-7,3.69,0.115
950.182,-17,3.691,0.032
950.226,-4,3.692,0.261
950.27,-18,3.693,0.054
950.315,0,3.694,0.482
950.359,-2,3.695,0.403
950.403,4,3.696,0.162
950.447,-7,3.697,0.269
950.492,-5,3.698,0.372
950.536,-9,3.699,0.114
950.58,5,3.7,0.061
950.624,-5,3.701,0.062
950.668,-13,3.703,0.342
950.712,-1,3.704,0.252
950.756,7,3.705,0.232
950.8,23,3.706,0.047
950.845,-10,3.707,0.067
950.889,-9,3.708,0.1
950.933,-18,3.709,0.135
950.976,-17,3.71,0.252
951.02,-28,3.711,0.109
951.064,-11,3.712,0.53
951.108,-17,3.713,0.188
951.152,3,3.714,0.174
951.196,-2,3.715,0.328
951.24,-1,3.716,0.037
951.284,6,3.718,0.37
951.327,-19,3.719,0.567
951.371,-17,3.72,1.319
951.415,-7,3.721,0.594
951.459,-16,3.722,0.776
951.502,-7,3.723,0.364
951.546,0,3.724,0.448
951.59,-16,3.725,1.114
951.633,-6,3.726,2.079
951.677,7,3.727,1.726
951.721,-35,3.728,0.943
951.764,-12,3.729,0.02
951.808,-7,3.73,2.283
951.851,-7,3.731,4.141
951.895,-2,3.733,5.205
951.938,-5,3.734,5.315
951.982,-7,3.735,3.628
952.025,-2,3.736,0.952
952.068,0,3.737,2.588
952.112,0,3.738,6.372
952.155,1,3.739,8.595
952.198,-5,3.74,9.531
952.242,1,3.741,8.213
952.285,-20,3.742,5.142
952.328,8,3.743,0.162
952.372,-3,3.744,5.599
952.415,-5,3.745,10.919
952.458,-9,3.746,14.458
952.501,-9,3.748,16.31
952.544,3,3.749,15.72
952.587,19,3.75,12.978
952.631,-7,3.751,9.81
952.674,-15,3.752,4.412
952.717,-16,3.753,0.379
952.76,7,3.754,4.605
952.803,0,3.755,7.712
952.846,-6,3.756,9.531
952.889,1,3.757,10.859
952.932,-1,3.758,10.271
952.975,7,3.759,9.278
953.018,-1,3.76,8.506
953.06,11,3.761,7.77
953.103,-10,3.763,6.138
953.146,-11,3.764,5.531
953.189,-11,3.765,4.726
953.232,2,3.766,4.298
953.274,-8,3.767,3.722
953.317,-7,3.768,2.846
953.36,11,3.769,2.517
953.403,0,3.77,2.261
953.445,-21,3.771,1.395
953.488,-4,3.772,1.527
953.531,-7,3.773,0.966
953.573,1,3.774,1.218
953.616,12,3.775,1.64
953.658,3,3.776,1.592
953.701,-18,3.778,1.565
953.743,-15,3.779,1.667
953.786,-10,3.78,1.955
953.828,-2,3.781,1.397
953.871,-7,3.782,0.592
953.913,3,3.783,0.337
953.956,4,3.784,0.007
953.998,-18,3.785,0.396
954.04,21,3.786,0.533
954.083,-1,3.787,0.621
954.125,19,3.788,1.135
954.167,19,3.789,2.49
954.21,-1,3.79,3.197
954.252,13,3.791,2.652
954.294,-2,3.793,1.982
954.336,10,3.794,0.077
954.378,-41,3.795,2.182
954.421,9,3.796,4.738
954.463,-13,3.797,4.6
954.505,-11,3.798,1.882
954.547,7,3.799,2.278
954.589,-7,3.8,8.252
954.631,-26,3.801,13.666
954.673,-17,3.802,16.717
954.715,-25,3.803,15.5
954.757,-17,3.804,9.836
954.799,11,3.805,0.659
954.841,-12,3.807,12.747
954.883,-8,3.808,24.408
954.925,14,3.809,33.13
954.967,-14,3.81,34.43
955.008,7,3.811,28.48
955.05,-2,3.812,15.208
955.092,8,3.813,3.039
955.134,6,3.814,23.145
955.175,-19,3.815,41.331
955.217,0,3.816,53.327
955.259,-4,3.817,58.496
955.301,-31,3.818,55.911
955.342,-13,3.819,46.926
955.384,7,3.82,33.406
955.425,-13,3.822,18.214
955.467,1,3.823,4.33
955.509,-2,3.824,6.72
955.55,-8,3.825,13.491
955.592,-16,3.826,16.65
955.633,-22,3.827,16.98
955.675,-12,3.828,15.018
955.716,14,3.829,12.7
955.757,-2,3.83,9.725
955.799,-5,3.831,7.029
955.84,-8,3.832,5.547
955.882,-16,3.833,4.204
955.923,-2,3.834,3.026
955.964,10,3.835,2.323
956.006,0,3.837,2.045
956.047,-23,3.838,2.486
956.088,8,3.839,3.028
956.129,2,3.84,3.867
956.17,-8,3.841,5.467
956.212,-11,3.842,6.571
956.253,12,3.843,7.648
956.294,-18,3.844,7.507
956.335,-16,3.845,7.889
956.376,14,3.846,7.277
956.417,6,3.847,5.629
956.458,9,3.848,3.568
956.499,-24,3.849,1.66
956.54,-14,3.85,0.18
956.581,-11,3.852,1.443
956.622,-17,3.853,1.815
956.663,33,3.854,1.989
956.704,-17,3.855,1.34
956.745,-14,3.856,0.347
956.786,-3,3.857,0.267
956.827,6,3.858,0.871
956.867,-14,3.859,1.461
956.908,0,3.86,1.194
956.949,19,3.861,1.304
956.99,-16,3.862,0.743
957.03,-13,3.863,1.117
957.071,-6,3.864,0.553
957.112,-23,3.865,0.871
957.152,-23,3.867,1.214
957.193,-9,3.868,1.629
957.234,15,3.869,2.085
957.274,-12,3.87,2.028
957.315,-8,3.871,1.833
957.355,4,3.872,1.879
957.396,-17,3.873,1.627
957.436,6,3.874,0.97
957.477,-10,3.875,1.223
957.517,-3,3.876,0.65
957.558,2,3.877,0.77
957.598,14,3.878,1.556
957.638,0,3.879,2.79
957.679,0,3.88,3.657
957.719,9,3.882,3.807
957.759,0,3.883,4.645
957.8,-12,3.884,3.995
957.84,8,3.885,3.279
957.88,-33,3.886,1.801
957.92,-12,3.887,1.089
957.961,0,3.888,1.016
958.001,-5,3.889,2.059
958.041,-9,3.89,4.503
958.081,1,3.891,6.939
958.121,-9,3.892,8.565
958.161,-2,3.893,7.254
958.201,9,3.894,2.699
958.241,10,3.895,5.737
958.281,-3,3.897,15.898
958.321,-19,3.898,25.381
958.361,-1,3.899,29.156
958.401,4,3.9,21.508
958.441,-14,3.901,0.513
958.481,-10,3.902,33.108
958.521,-5,3.903,74.732
958.561,0,3.904,114.41
958.601,-31,3.905,139.958
958.641,23,3.906,138.656
958.68,18,3.907,104.147
958.72,-16,3.908,34.736
958.76,-5,3.909,61.187
958.8,-5,3.91,168.538
958.839,5,3.912,266.207
958.879,-12,3.913,335.57
